Accession,Planting,Country,State,County,Google_Latitude,Google_Longitude,PosNum,LCMSplantingID,Ozark_Chinquapin,ID,sEmerge_19846,lEmerge_19846,Surv_19846,basDia_19846,stNum_19846,stLeng_19846,leafL_19846,leafW_19846,leafN_19846,Notes_19846,sEmerge_19887,lEmerge_19887,Surv_19887,stNum_19887,stLeng_19887,basDia_19887,leafN_19887,leafL_19887,leafW_19887,Notes_19887,sEmerge_19916,lEmerge_19916,sEmergeDate_NA,lEmergeDate_NA,Surv_19916,stNum_19916,stLeng_19916,basDia_19916,leafN_19916,leafL_19916,leafW_19916,Notes_19916,Surv_19950,stNum_19950,stLeng_19950,basDia_19950,leafN_19950,leafL_19950,leafW_19950,Notes_19950,Surv_19983,stNum_19983,stLeng_19983,basDia_19983,leafN_19983,leafL_19983,leafW_19983,Notes_19983,Id,Taxon,Area,Bed,Position/Spot,Inventory Date,Status,Plant Count,Planting Material Type,Source,Provenance,Property,Ipen,Restriction,Date received,Quantity received,Collector,Collection Num,Collection Date,Sampling method,EO ID,EO number,Property ownership,Notes on Habitat and soil,Mother Plant/Maternal Pop,Family,Seed/Lot #,Index Seminum Year,Mapped,Label Graphic
2024-0246,8,United States,Arkansas,Benton,34.57234647,-92.57485385,449,2024-0246-8,TRUE,27 - 8,Y,N,Y,1.88,1,6.6,1.4,0.9,4,NA,Y,N,Y,1,12,3.31,9,9.7,4.3,NA,Y,Y,3/25/24,4/29/24,Y,1,11.2,3.97,8,10.3,3.8,NA,Y,1,11.6,4.54,8,10.1,4,NA,Y,1,11.6,4.89,8,10.1,4.1,NA,1298971,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,9,United States,Arkansas,Benton,34.57234647,-92.57485385,213,2024-0246-9,TRUE,27 - 9,Y,Y,Y,1.67,1,6.4,3.7,1.8,3,NA,Y,Y,Y,1,9.8,2.69,6,11.5,5.1,NA,Y,Y,3/25/24,4/15/24,Y,1,8.9,3.32,5,12.1,5.1,NA,Y,1,9.6,4.6,7,12.3,5.2,NA,Y,1,10.6,4.62,9,11.8,5,NA,1298972,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,10,United States,Arkansas,Benton,34.57234647,-92.57485385,148,2024-0246-10,TRUE,27 - 10,Y,N,Y,2,1,10.1,6,3.4,6,NA,Y,N,Y,1,12.5,2.89,7,11.6,5.3,NA,Y,Y,3/18/24,4/29/24,Y,1,12.6,2.37,8,11.4,5.5,NA,Y,1,13.4,4.27,8,11.9,5,NA,Y,1,12.7,4.73,8,11.1,5.3,NA,1298973,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,11,United States,Arkansas,Benton,34.57234647,-92.57485385,352,2024-0246-11,TRUE,27 - 11,Y,Y,Y,2.5,1,12.2,9.9,5.1,6,NA,Y,Y,Y,1,11.9,2.73,7,9.8,5.1,NA,Y,Y,3/11/24,3/25/24,Y,1,12.2,3.5,7,12,5,NA,Y,1,12.8,3.75,10,11.5,5.2,NA,Y,3,12.5,2.98,17,9.9,5,"2 young stems at base, may outgrow original stem by next sampling.",1298974,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,12,United States,Arkansas,Benton,34.57234647,-92.57485385,18,2024-0246-12,TRUE,27 - 12,Y,Y,Y,2.44,1,15,11.4,6.2,7,NA,Y,Y,Y,1,15.7,3.21,9,12.1,5.9,NA,Y,Y,3/18/24,4/1/24,Y,1,16,2.41,9,11.5,5,NA,Y,1,16.2,4.05,9,11.5,6.1,NA,Y,1,15.4,4.8,22,16,6.9,NA,1298975,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,13,United States,Arkansas,Benton,34.57234647,-92.57485385,53,2024-0246-13,TRUE,27 - 13,Y,N,Y,1.82,1,6.2,1.2,0.6,3,NA,Y,N,Y,1,8.9,3.64,6,10,4.4,NA,Y,Y,3/25/24,4/29/24,Y,1,10,1.84,6,9.5,4.5,NA,Y,1,9.7,2.96,6,9.9,4.6,NA,Y,1,9.1,5.09,12,9.4,4.5,NA,1298976,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,14,United States,Arkansas,Benton,34.57234647,-92.57485385,119,2024-0246-14,TRUE,27 - 14,Y,Y,Y,1.41,1,9.3,6.8,3,4,NA,Y,Y,Y,1,10.8,2.63,6,10.3,4.2,NA,Y,Y,3/25/24,4/15/24,Y,1,10.9,2.61,6,10,4.5,NA,Y,2,12.1,3.39,16,10,4.4,NA,Y,1,11,3.86,24,11,4.8,NA,1298977,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,15,United States,Arkansas,Benton,34.57234647,-92.57485385,67,2024-0246-15,TRUE,27 - 15,Y,Y,Y,2,1,8.8,8.4,5.2,5,NA,Y,Y,Y,1,11,3.67,8,9,5.5,NA,Y,Y,3/18/24,4/15/24,Y,1,11.5,3.35,7,10,5,NA,Y,1,11.9,4.28,8,10.1,5.6,NA,Y,1,10.9,4.97,10,10.2,6,NA,1298978,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,16,United States,Arkansas,Benton,34.57234647,-92.57485385,550,2024-0246-16,TRUE,27 - 16,Y,Y,Y,2.37,1,12.8,10.4,5.5,6,Curled leaf measured,Y,Y,Y,1,13.3,3.26,8,10.4,5.8,NA,Y,Y,3/18/24,4/1/24,Y,1,12.5,3.72,8,9.9,5.4,NA,Y,1,13.4,4.6,8,10.1,5.2,NA,Y,1,14.3,4.69,19,11.1,4.8,NA,1298979,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,17,United States,Arkansas,Benton,34.57234647,-92.57485385,276,2024-0246-17,TRUE,27 - 17,Y,Y,Y,2.44,1,15.6,9.6,5,4,NA,Y,Y,Y,1,15.8,2.87,6,9.1,5.6,NA,Y,Y,3/18/24,4/1/24,Y,1,15.8,3.8,6,9.3,5.1,NA,Y,1,17,4.09,6,9.5,5.1,NA,Y,1,17,3.94,16,10.1,6,NA,1298980,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,19,United States,Arkansas,Benton,34.57234647,-92.57485385,432,2024-0246-19,TRUE,27 - 19,Y,Y,Y,2.05,1,8,7.2,3.6,5,Curled leaf measured,Y,Y,Y,1,10.6,3.13,6,10.1,4.5,NA,Y,Y,3/18/24,4/22/24,Y,1,10.4,3.66,7,9.9,4.5,NA,Y,1,10.3,4.14,6,9.7,4.3,NA,Y,2,10.2,4.96,14,10.3,4.2,NA,1298982,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,20,United States,Arkansas,Benton,34.57234647,-92.57485385,164,2024-0246-20,TRUE,27 - 20,Y,Y,Y,1.9,1,8.5,4,1.8,5,NA,Y,Y,Y,1,12.6,2.36,7,8.6,4,NA,Y,Y,3/25/24,4/15/24,Y,1,12.9,3.11,7,9,3.5,NA,Y,1,13.3,3.97,7,9,4.2,NA,Y,1,13.2,4.95,7,8.4,4,NA,1298983,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,21,United States,Arkansas,Benton,34.57234647,-92.57485385,572,2024-0246-21,TRUE,27 - 21,Y,Y,Y,3.17,1,11.6,7.8,4.4,9,Curled leaf measured,Y,Y,Y,1,11.4,3.26,10,9.2,4.3,NA,Y,Y,3/18/24,3/25/24,Y,1,11.2,3.72,10,4.5,4.7,NA,Y,1,11.4,4.64,10,8.4,4,NA,Y,2,12.2,4.65,21,8.7,4.1,Measured tallest stem,1298984,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,24,United States,Arkansas,Benton,34.57234647,-92.57485385,396,2024-0246-24,TRUE,27 - 24,Y,Y,Y,2.01,1,11.3,6.1,3.9,5,Curled leaf measured,Y,Y,Y,1,14.7,2.84,7,11.6,5.6,NA,Y,Y,3/18/24,4/15/24,Y,1,15.5,3.27,7,11.7,5.1,NA,Y,1,15.3,4.47,7,11.5,5.2,NA,Y,1,15.5,4.97,12,11.4,5.1,NA,1298987,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0246,25,United States,Arkansas,Benton,34.57234647,-92.57485385,125,2024-0246-25,TRUE,27 - 25,Y,Y,Y,1.92,1,10.8,8.9,5.2,8,NA,Y,Y,Y,1,15.1,2.87,8,10.3,3.6,NA,Y,Y,3/18/24,4/8/24,Y,1,14.4,2.89,7,10.3,3.5,NA,Y,1,14.9,3.81,8,10.1,3.5,NA,Y,1,15.5,4.69,7,9.7,3.8,NA,1298988,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0246,NA,NA,25,Steve Chyrchel,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0247,1,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,165,2024-0247-1,TRUE,28 - 1,Y,N,Y,1.25,1,10.3,5.6,3.2,7,NA,Y,N,Y,1,12.5,2.52,9,6,3.1,NA,Y,N,-,NA,Y,1,12.3,2.58,11,5.9,3.2,NA,Y,1,12.7,4.35,11,6,3.1,NA,Y,1,13.4,3.52,28,8.7,4.3,NA,1298635,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0247,NA,NA,26,Conrad Young,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0247,3,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,567,2024-0247-3,TRUE,28 - 3,N,Y,Y,1.13,1,3.3,5.2,2.9,6,NA,N,Y,Y,1,3.1,1.46,7,5.2,3.1,NA,N,Y,-,2/28/24,Y,1,3.3,1.76,9,5.2,3,NA,Y,1,5.1,2.07,13,8.4,4.1,NA,Y,1,10,2.97,14,13.6,6.2,NA,1298990,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0247,NA,NA,26,Conrad Young,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0247,4,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,604,2024-0247-4,TRUE,28 - 4,Y,N,Y,1.26,1,3.6,2.7,1,2,1 of 2 stems dead.,Y,N,Y,1,6.3,1.54,7,7.4,3.2,NA,Y,Y,-,4/29/24,Y,1,8,1.92,7,7.5,3,NA,Y,1,8.8,3.01,7,7.3,2.9,NA,Y,1,12.5,2.77,18,12.7,5.2,NA,1298991,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0247,NA,NA,26,Conrad Young,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0247,6,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,265,2024-0247-6,TRUE,28 - 6,Y,Y,Y,1.76,1,9.1,5.9,3.1,8,NA,Y,Y,Y,1,9,1.99,8,6.1,3.3,NA,Y,Y,2/20/24,2/28/24,Y,1,9.3,2.53,8,6.1,3,NA,Y,1,9.8,2.71,8,6.1,3.5,NA,Y,1,11.5,2.32,16,9.9,5,NA,1298993,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0247,NA,NA,26,Conrad Young,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0248,1,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,499,2024-0248-1,TRUE,29 - 1,N,Y,Y,1.68,1,6.5,9,4.3,10,NA,N,Y,Y,1,9,2.52,8,9,4.1,NA,N,Y,-,2/28/24,Y,1,10,2.71,6,8.1,3.2,NA,Y,1,10.9,2.88,10,7.4,2.8,Speckling on some leaves,Y,1,13.8,3.61,14,13.5,6,NA,1298636,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0248,NA,NA,10,Conrad Young,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0249,2,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,237,2024-0249-2,TRUE,30 - 2,N,Y,Y,0.81,1,6.5,5.1,2.7,3,NA,N,Y,Y,1,8.3,1.53,7,6.4,3.1,NA,N,Y,-,4/8/24,Y,1,8.1,4.1,7,6.7,3,NA,Y,1,11,3.31,17,6.9,3.2,NA,Y,1,14.9,5.69,25,13,5.1,NA,1299012,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0249,NA,NA,17,Conrad Young,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0249,4,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,228,2024-0249-4,TRUE,30 - 4,N,N,N,NA,NA,NA,NA,NA,NA,No green stem.,N,N,NA,NA,NA,NA,NA,NA,NA,NA,N,N,-,NA,Y,1,4.8,0.78,5,2.8,1.5,NA,Y,1,9.5,2.79,9,8,3.1,NA,Y,1,11.6,2.97,13,10.8,4,NA,1299014,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0249,NA,NA,17,Conrad Young,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0249,5,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,362,2024-0249-5,TRUE,30 - 5,N,Y,Y,1.13,1,6.2,6.2,2.6,5,NA,N,Y,Y,1,9.4,1.64,9,8,3.3,NA,N,Y,-,4/1/24,Y,1,9.7,2.53,10,7.2,3,NA,Y,1,10.3,3.72,12,8.1,3.2,NA,Y,1,10.8,2.52,13,8.5,3.4,NA,1299015,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0249,NA,NA,17,Conrad Young,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0249,11,United States,Oklahoma,McCurtain,34.14815861,-94.78373839,386,2024-0249-11,TRUE,30 - 11,N,N,Y,NA,1,0.9,NA,NA,0,NA,N,N,Y,1,5.7,1.57,6,6.3,3.3,NA,N,Y,-,5/6/24,Y,1,6.2,1.7,6,7.2,3.7,NA,Y,1,11.7,1.85,13,9.8,3.7,NA,Y,1,20.8,3.36,17,15.5,5.8,NA,1299021,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0249,NA,NA,17,Conrad Young,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0250,1,United States,Missouri,Barry,36.71275301,-93.84828622,311,2024-0250-1,TRUE,31 - 1,Y,Y,Y,2.19,1,5.8,1.5,1,5,NA,Y,Y,Y,1,8.5,1.82,10,3.8,1.9,NA,Y,Y,3/18/24,4/22/24,Y,1,9.6,2.7,11,7.2,2.9,NA,Y,1,9.8,2.97,15,7.1,3,NA,Y,1,11.2,4.43,20,8.3,4.3,NA,1298638,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0250,NA,NA,14,Mike Fiaoni,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0250,3,United States,Missouri,Barry,36.71275301,-93.84828622,590,2024-0250-3,TRUE,31 - 3,Y,Y,Y,2.48,1,6.6,7.9,3.7,4,NA,Y,Y,Y,1,6.3,2.65,5,8.7,3.6,NA,Y,Y,2/28/24,4/1/24,Y,1,7,3.14,5,8.5,3.5,NA,Y,1,8.5,4.29,9,8.2,3.6,NA,Y,1,12.4,3.49,11,12.3,5.4,NA,1299029,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0250,NA,NA,14,Mike Fiaoni,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0250,5,United States,Missouri,Barry,36.71275301,-93.84828622,381,2024-0250-5,TRUE,31 - 5,Y,Y,Y,1.64,1,4.3,3.3,2.2,8,Curled leaf measured,Y,Y,Y,1,6.6,2.87,11,9.3,4.6,NA,Y,Y,3/18/24,4/22/24,Y,1,7,2.79,12,9.1,4,NA,Y,1,6.9,3.84,12,9.6,4.6,NA,Y,1,7,3.2,17,9,4.2,"1 stem, twice split at base with 2 lateral stems.",1299031,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Alive,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0250,NA,NA,14,Mike Fiaoni,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0250,6,United States,Missouri,Barry,36.71275301,-93.84828622,226,2024-0250-6,TRUE,31 - 6,Y,Y,Y,2.17,1,9.4,5,2.4,5,NA,Y,Y,Y,1,9.9,3.41,7,7.5,3.5,NA,Y,Y,3/18/24,4/22/24,Y,1,10.3,3.17,7,7.8,3.5,NA,Y,1,10.9,4.59,7,7.5,3.7,NA,Y,2,12,4.93,14,13,6.2,NA,1299032,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0250,NA,NA,14,Mike Fiaoni,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0250,7,United States,Missouri,Barry,36.71275301,-93.84828622,143,2024-0250-7,TRUE,31 - 7,Y,Y,Y,2.1,1,10.2,8.9,5.2,5,NA,Y,Y,Y,1,11.1,3.24,8,8.5,4.8,NA,Y,Y,3/11/24,4/15/24,Y,1,10.7,2.52,8,8.2,4.7,NA,Y,1,11.1,3.46,8,7.8,4.5,NA,Y,1,11,4.12,9,8.5,4.8,NA,1299033,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0250,NA,NA,14,Mike Fiaoni,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0250,8,United States,Missouri,Barry,36.71275301,-93.84828622,90,2024-0250-8,TRUE,31 - 8,Y,Y,Y,1.97,1,8,3.3,1.8,6,NA,Y,Y,Y,1,9.2,2.47,8,6.3,3.2,NA,Y,Y,3/11/24,4/15/24,Y,1,10,1.95,9,6.5,3.5,NA,Y,1,10.2,2.55,9,6.6,3.7,NA,Y,1,9.6,3.08,14,7.1,3.4,Several leaves yellowing.,1299034,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0250,NA,NA,14,Mike Fiaoni,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0250,9,United States,Missouri,Barry,36.71275301,-93.84828622,115,2024-0250-9,TRUE,31 - 9,Y,Y,Y,1.96,1,9.3,7.1,3.1,2,NA,Y,Y,Y,1,10,2.88,4,7.5,3.4,NA,Y,Y,3/11/24,4/22/24,Y,1,10,2.75,4,7.2,3.5,NA,Y,2,10.7,3.54,8,6.7,3.5,NA,Y,2,13,3.67,9,8.2,4.4,NA,1299035,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0250,NA,NA,14,Mike Fiaoni,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0250,10,United States,Missouri,Barry,36.71275301,-93.84828622,27,2024-0250-10,TRUE,31 - 10,Y,N,Y,2.27,1,9.2,4.6,2.7,6,NA,Y,N,Y,1,8.1,2.5,11,6.2,3.2,NA,Y,N,3/18/24,NA,Y,1,8,1.92,11,6,3,NA,Y,1,8.8,3.22,11,6.2,3.3,"Looks like apical meristem died, lateral meristems taking dominance",Y,2,9,4.85,11,6.1,3.4,"2nd and 3rd stems are new growth, no leaves yet.",1299036,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0250,NA,NA,14,Mike Fiaoni,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,Y,Y,Y,2.06,1,9.8,8.7,4.5,3,NA,Y,Y,Y,1,11.3,2.7,5,8.6,4.7,NA,Y,Y,3/18/24,4/22/24,Y,1,11.2,3.08,5,8.5,4.9,NA,Y,1,11.5,3.62,5,8.1,4.8,NA,Y,1,11.2,3.85,10,10,4.8,NA,1299037,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0250,NA,NA,14,Mike Fiaoni,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0250,12,United States,Missouri,Barry,36.71275301,-93.84828622,518,2024-0250-12,TRUE,31 - 12,Y,Y,Y,2.16,1,10.4,7.9,4.6,7,NA,Y,Y,Y,1,11.5,2.75,8,7.5,4.5,NA,Y,Y,3/11/24,4/15/24,Y,1,12,3.09,8,7.9,4.3,NA,Y,1,12.3,3.47,8,7.4,4.3,NA,Y,1,12,4.06,15,15.4,7.2,NA,1299038,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0250,NA,NA,14,Mike Fiaoni,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
2024-0250,13,United States,Missouri,Barry,36.71275301,-93.84828622,167,2024-0250-13,TRUE,31 - 13,Y,Y,Y,2.21,1,9.9,6.8,3.6,7,NA,Y,Y,Y,1,9.6,2.95,10,6.4,3.5,NA,Y,Y,3/18/24,4/8/24,Y,1,9.4,3.12,11,6.3,3.6,NA,Y,1,9.8,3.87,11,6.9,3.9,NA,Y,1,9.9,4.05,23,9.6,4.2,NA,1299039,Castanea ozarkensis,Main Greenhouse,18,NA,2024-02-22T00:00:00Z,Dormant,1,Seed,Ozark Chinquapin Foundation,Wild,Oertli Nursery,US-0-MO-2024-0250,NA,NA,14,Mike Fiaoni,NA,Sep 2023,Maternal Lines,NA,NA,NA,NA,NA,Fagaceae,NA,NA,FALSE,NA
